"","ATB_PositiveExposure.1","ATB_PositiveExposure.2","ATB_PositiveExposure.3","ATB_PositiveExposure.4","ATB_PositiveExposure.5","ATB_PositiveExposure.6","ATB_PositiveExposure.7","ATB_PositiveExposure.8","ATB_PositiveExposure.9","ATB_PositiveExposure.10","ATB_NegativeExposure.1","ATB_NegativeExposure.2","ATB_NegativeExposure.3","ATB_NegativeExposure.4","ATB_NegativeExposure.5","ATB_NegativeExposure.6","ATB_NegativeExposure.7","ATB_NegativeExposure.8","ATB_Trade.Offs.1","ATB_Trade.Offs.2","ATB_Trade.Offs.3","ATB_Trade.Offs.4","ATB_Trade.Offs.5","ATB_Trade.Offs.6","ATB_Nurturance.1","ATB_Nurturance.2","ATB_Nurturance.3","ATB_Nurturance.4","ATB_Nurturance.5","ATB_Nurturance.6","ATB_FemaleRoleBeliefs.1","ATB_FemaleRoleBeliefs.2","ATB_FemaleRoleBeliefs.3","ATB_FemaleRoleBeliefs.4","ABS_total_mean","ABS_total_sd","ABS_PositiveExp_mean","ABS_PositiveExp_sd","ABS_NegativeExp_mean","ABS_NegativeExp_sd","ABS_TradeOffs_mean","ABS_TradeOffs_sd","ABS_Nurturance_mean","ABS_Nurturance_sd","ABS_RoleBelief_mean","ABS_RoleBelief_sd"
"67",1,2,1,1,3,3,1,1,1,3,4,4,3,4,4,4,4,2,3,4,4,4,3,5,3,4,5,4,4,4,3,3,2,4,3.08823529411765,1.21524775024443,1.7,0.948683298050514,3.625,0.744023809142845,3.83333333333333,0.752772652709081,4,0.632455532033676,3,0.816496580927726
"68",1,1,2,2,5,1,1,1,1,4,5,4,3,5,4,4,2,3,2,3,4,4,3,3,4,4,4,2,2,3,1,1,1,2,2.70588235294118,1.3602453380472,1.9,1.44913767461894,3.75,1.03509833901353,3.16666666666667,0.752772652709081,3.16666666666667,0.983192080250175,1.25,0.5
"69",4,3,2,3,1,2,1,4,1,2,4,2,2,5,5,5,3,4,2,4,4,4,4,4,4,2,3,1,1,3,1,2,1,2,2.79411764705882,1.32068420662115,2.3,1.15950180872841,3.75,1.28173988892331,3.66666666666667,0.816496580927726,2.33333333333333,1.211060141639,1.5,0.577350269189626
"70",2,1,1,2,3,1,1,1,1,1,3,4,4,5,4,3,4,5,3,3,4,5,3,3,4,4,5,3,3,4,1,1,1,1,2.76470588235294,1.43672235417796,1.4,0.699205898780101,4,0.755928946018454,3.5,0.836660026534076,3.83333333333333,0.752772652709081,1,0
"71",3,1,1,1,2,2,1,1,1,2,4,5,3,4,4,5,5,2,3,4,5,4,4,4,5,3,5,3,3,2,4,5,5,5,3.26470588235294,1.462849513365,1.5,0.707106781186548,4,1.0690449676497,4,0.632455532033676,3.5,1.22474487139159,4.75,0.5
"72",1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2.61764705882353,1.96969011379583,1,0,4.875,0.353553390593274,5,0,1,0,1,0
"73",5,2,5,5,4,5,4,4,5,5,4,1,1,1,1,1,1,1,1,1,1,2,2,2,5,4,5,5,5,5,4,4,4,2,3.14705882352941,1.70795559060101,4.4,0.966091783079296,1.375,1.06066017177982,1.5,0.547722557505166,4.83333333333333,0.408248290463863,3.5,1
"74",2,2,2,2,3,3,2,1,1,3,4,2,2,4,5,4,1,4,2,5,5,4,2,5,4,4,5,2,3,3,1,1,1,1,2.79411764705882,1.38781301169744,2.1,0.737864787372622,3.25,1.38873014965883,3.83333333333333,1.47196014438797,3.5,1.04880884817015,1,0
"75",1,1,1,1,1,1,1,1,1,2,3,2,2,5,5,5,5,4,3,4,5,5,4,4,3,2,5,2,2,3,3,1,1,1,2.64705882352941,1.57407698670405,1.1,0.316227766016838,3.875,1.35620268186054,4.16666666666667,0.752772652709081,2.83333333333333,1.16904519445001,1.5,1
"76",2,1,2,3,4,2,2,2,2,2,5,4,4,4,4,4,3,4,4,5,4,4,4,4,3,4,4,2,2,2,2,2,1,1,3,1.18065210538049,2.2,0.788810637746616,4,0.534522483824849,4.16666666666667,0.408248290463863,2.83333333333333,0.983192080250175,1.5,0.577350269189626
"77",1,1,1,1,2,1,1,1,1,3,5,4,4,3,5,5,4,3,3,3,4,5,3,3,1,2,4,1,2,1,3,3,3,3,2.64705882352941,1.39005892487216,1.3,0.674948557710553,4.125,0.83452296039628,3.5,0.836660026534076,1.83333333333333,1.16904519445001,3,0
"78",1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,3,3,3,1,1,1,1,2.94117647058824,1.873922744609,1,0,5,0,5,0,2.66666666666667,0.816496580927726,1,0
"79",1,1,1,1,1,1,1,1,1,1,4,1,5,5,4,2,5,2,5,5,5,5,5,5,3,5,5,2,4,5,1,1,1,1,2.82352941176471,1.84998916025152,1,0,3.5,1.60356745147455,5,0,4,1.26491106406735,1,0
"80",3,3,3,3,4,3,2,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,3,3,2,3,5,4,4,4,1,1,1,1,2.64705882352941,0.949716159867634,3,0.471404520791032,2.25,0.462910049886276,2.66666666666667,0.516397779494322,3.66666666666667,1.03279555898864,1,0
"81",3,3,2,2,3,2,2,2,2,2,3,2,2,2,4,4,3,3,2,3,4,3,2,2,3,2,3,2,2,2,1,1,1,1,2.35294117647059,0.812118551622534,2.3,0.483045891539648,2.875,0.83452296039628,2.66666666666667,0.816496580927726,2.33333333333333,0.516397779494322,1,0
"82",4,4,3,4,2,4,4,5,3,4,4,1,1,2,4,4,2,2,2,2,2,5,4,2,3,4,5,4,4,5,4,4,4,5,3.41176470588235,1.18366782448311,3.7,0.823272602348565,2.5,1.30930734141595,2.83333333333333,1.32916013582513,4.16666666666667,0.752772652709081,4.25,0.5
"83",2,2,2,4,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,4,5,1,4,5,5,5,5,5,5,1,1,1,1,2.44117647058824,1.74410133967782,2.2,1.3984117975602,1,0,3.16666666666667,1.72240142436851,5,0,1,0
"84",1,1,1,1,1,1,1,1,1,1,5,5,4,3,5,5,4,5,3,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,2.29411764705882,1.64278794376024,1,0,4.5,0.755928946018454,3.66666666666667,0.516397779494322,1,0,1,0
"85",4,3,3,3,4,3,2,2,1,3,5,1,4,4,4,3,3,2,4,5,5,5,4,5,5,5,5,4,4,4,1,1,1,1,3.32352941176471,1.4082137457269,2.8,0.918936583472681,3.25,1.28173988892331,4.66666666666667,0.516397779494322,4.5,0.547722557505166,1,0
"86",1,1,1,1,1,1,1,1,1,1,4,1,4,3,4,4,3,4,1,2,4,4,3,3,3,4,5,5,5,5,1,1,1,1,2.5,1.56185592786081,1,0,3.375,1.06066017177982,2.83333333333333,1.16904519445001,4.5,0.836660026534076,1,0
"87",5,5,3,4,4,5,3,3,2,3,2,3,2,3,4,4,4,3,2,3,4,3,4,3,5,4,5,3,3,4,1,1,1,1,3.20588235294118,1.20049009599756,3.7,1.05934990547138,3.125,0.83452296039628,3.16666666666667,0.752772652709081,4,0.894427190999916,1,0
"88",1,1,1,1,1,1,1,1,1,1,4,2,4,4,4,4,5,3,4,4,4,4,2,2,3,4,4,3,3,3,1,1,1,1,2.47058823529412,1.39773180150854,1,0,3.75,0.886405260427918,3.33333333333333,1.03279555898864,3.33333333333333,0.516397779494322,1,0
"89",4,4,4,4,3,4,2,2,3,5,1,1,1,1,1,1,2,1,2,2,1,1,1,1,4,4,4,5,5,5,1,1,1,1,2.44117647058824,1.54117579023267,3.5,0.97182531580755,1.125,0.353553390593274,1.33333333333333,0.516397779494322,4.5,0.547722557505166,1,0
"90",5,5,4,5,5,5,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,4,5,5,5,5,4,2,2,1,2.88235294117647,1.80512243993944,4.5,0.707106781186548,1,0,1.16666666666667,0.408248290463863,4.83333333333333,0.408248290463863,2.25,1.25830573921179
"91",1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,4,5,5,4,5,1,1,1,1,1,1,1,1,1,1,2.47058823529412,1.9106605888849,1,0,5,0,4,1.54919333848297,1,0,1,0
"92",2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,2,3,4,3,4,3,4,4,4,4,2,4,3,1,1,1,1,2.5,1.02247471629109,2,0,2.375,0.916125381312904,3.5,0.547722557505166,3.5,0.836660026534076,1,0
"93",3,3,3,4,4,3,2,3,2,4,4,2,3,4,5,4,4,4,2,4,4,4,2,4,2,3,4,4,4,4,4,2,2,3,3.32352941176471,0.878034590168848,3.1,0.737864787372622,3.75,0.886405260427918,3.33333333333333,1.03279555898864,3.5,0.836660026534076,2.75,0.957427107756338
"94",4,3,1,4,2,2,1,2,4,3,4,1,2,3,2,2,1,2,4,4,2,4,2,3,4,3,4,4,4,4,2,1,1,1,2.64705882352941,1.17762866352777,2.6,1.17378779077727,2.125,0.991031208965115,3.16666666666667,0.983192080250175,3.83333333333333,0.408248290463863,1.25,0.5
"95",2,1,1,2,1,1,1,1,1,2,4,2,3,5,5,5,5,4,3,4,5,5,4,4,3,4,4,2,2,3,2,1,1,2,2.79411764705882,1.49300209593524,1.3,0.483045891539648,4.125,1.1259916264596,4.16666666666667,0.752772652709081,3,0.894427190999916,1.5,0.577350269189626
"96",2,1,4,5,3,4,3,4,3,4,3,1,4,4,4,4,3,4,3,4,4,2,3,4,5,3,4,4,4,5,1,1,1,1,3.20588235294118,1.24995543592576,3.3,1.15950180872841,3.375,1.06066017177982,3.33333333333333,0.816496580927726,4.16666666666667,0.752772652709081,1,0
"97",2,2,1,1,2,2,1,1,1,1,3,3,1,4,4,4,1,1,5,4,5,5,4,5,3,1,4,1,1,1,2,2,2,4,2.47058823529412,1.4819171472699,1.4,0.516397779494322,2.625,1.40788595317336,4.66666666666667,0.516397779494322,1.83333333333333,1.32916013582513,2.5,1
"98",1,1,1,1,1,1,1,1,1,1,3,3,4,4,5,5,5,5,2,5,2,4,3,5,3,4,5,2,3,3,1,1,1,1,2.61764705882353,1.61460579450767,1,0,4.25,0.886405260427918,3.5,1.37840487520902,3.33333333333333,1.03279555898864,1,0
"99",2,1,3,3,2,1,3,3,1,2,5,3,5,5,5,5,5,5,3,5,5,5,3,5,4,4,4,1,3,2,1,1,1,1,3.14705882352941,1.57888247669762,2.1,0.875595035770913,4.75,0.707106781186548,4.33333333333333,1.03279555898864,3,1.26491106406735,1,0
"100",3,3,3,3,2,2,2,2,2,3,3,1,2,3,4,3,2,4,1,4,4,3,2,4,3,5,5,4,4,3,2,1,1,3,2.82352941176471,1.08629445852581,2.5,0.52704627669473,2.75,1.03509833901353,3,1.26491106406735,4,0.894427190999916,1.75,0.957427107756338
"101",1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,5,5,5,4,4,1,4,5,1,1,2,1,1,1,1,2.79411764705882,1.90341657353466,1,0,5,0,4.5,0.547722557505166,2.33333333333333,1.75119007154183,1,0
"102",1,1,1,1,1,1,1,1,1,2,1,2,3,4,4,3,4,3,2,2,2,2,2,2,3,4,4,4,4,4,1,1,1,1,2.17647058823529,1.2178119533221,1.1,0.316227766016838,3,1.0690449676497,2,0,3.83333333333333,0.408248290463863,1,0
"103",2,1,1,4,4,3,1,1,2,2,5,2,4,4,5,5,4,4,2,5,5,5,4,4,4,1,4,1,1,1,1,1,1,1,2.79411764705882,1.61018372308982,2.1,1.19721899973786,4.125,0.991031208965115,4.16666666666667,1.16904519445001,2,1.54919333848297,1,0
"104",1,1,1,1,1,1,1,1,1,1,4,1,3,2,5,4,2,4,3,3,3,3,3,5,4,3,5,3,4,3,1,1,2,3,2.47058823529412,1.37588085543126,1,0,3.125,1.35620268186054,3.33333333333333,0.816496580927726,3.66666666666667,0.816496580927726,1.75,0.957427107756338
"105",4,4,3,3,3,4,2,2,2,3,3,2,1,3,4,2,1,2,3,3,3,4,3,2,4,3,5,3,3,4,1,1,1,1,2.70588235294118,1.08793414920779,3,0.816496580927726,2.25,1.03509833901353,3,0.632455532033676,3.66666666666667,0.816496580927726,1,0
"106",4,4,2,4,2,2,2,1,2,3,3,1,2,1,4,2,1,1,1,1,4,4,2,2,3,5,5,3,5,5,1,1,1,1,2.5,1.41956032459051,2.6,1.07496769977314,1.875,1.1259916264596,2.33333333333333,1.36626010212795,4.33333333333333,1.03279555898864,1,0
"107",1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1,1,1,1,1,2.67647058823529,1.9805201067013,1,0,5,0,5,0,1.16666666666667,0.408248290463863,1,0
"108",4,4,1,2,3,2,2,3,2,4,4,1,4,4,2,2,3,2,1,4,4,5,4,4,3,4,4,4,4,4,1,1,1,1,2.88235294117647,1.27361822647498,2.7,1.05934990547138,2.75,1.16496474502144,3.66666666666667,1.36626010212795,3.83333333333333,0.408248290463863,1,0
"109",1,1,1,1,1,1,1,1,1,1,5,3,3,5,4,4,4,4,3,5,5,5,5,4,3,3,3,2,2,3,2,2,2,1,2.70588235294118,1.5081478057278,1,0,4,0.755928946018454,4.5,0.836660026534076,2.66666666666667,0.516397779494322,1.75,0.5
"110",1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,3,3,3,3,3,4,2,3,2,4,1,4,4,2,1,2,3,2.20588235294118,1.06683933540057,1,0,2.625,0.517549169506766,3,0.632455532033676,3,1.26491106406735,2,0.816496580927726
"111",2,2,1,1,1,1,1,1,1,1,3,1,3,1,3,2,4,1,4,5,5,5,3,5,5,4,4,2,5,5,3,1,1,1,2.58823529411765,1.61653664692075,1.2,0.421637021355784,2.25,1.16496474502144,4.5,0.836660026534076,4.16666666666667,1.16904519445001,1.5,1
"112",4,4,4,4,4,4,4,3,3,4,4,1,3,3,4,4,2,3,2,4,4,5,4,2,3,4,5,4,4,4,2,1,1,2,3.32352941176471,1.09324615973503,3.8,0.421637021355784,3,1.0690449676497,3.5,1.22474487139159,4,0.632455532033676,1.5,0.577350269189626
"113",1,1,1,1,2,1,1,1,1,3,2,2,3,3,4,5,4,3,4,4,5,5,3,5,3,4,5,3,2,4,1,1,1,1,2.64705882352941,1.4950900031928,1.3,0.674948557710553,3.25,1.03509833901353,4.33333333333333,0.816496580927726,3.5,1.04880884817015,1,0
"114",1,1,1,1,1,1,1,1,1,1,3,4,5,5,4,3,5,3,3,5,5,5,5,5,1,3,4,3,3,2,1,1,1,1,2.64705882352941,1.66755769408486,1,0,4,0.925820099772551,4.66666666666667,0.816496580927726,2.66666666666667,1.03279555898864,1,0
"115",1,1,1,1,2,1,1,1,1,1,4,4,3,4,4,4,2,5,2,2,3,4,4,4,3,2,2,2,2,2,2,2,2,2,2.38235294117647,1.20641482092297,1.1,0.316227766016838,3.75,0.886405260427918,3.16666666666667,0.983192080250175,2.16666666666667,0.408248290463863,2,0
"116",4,3,1,4,4,4,2,4,3,4,4,2,3,5,5,3,3,2,1,3,4,5,4,2,2,4,4,3,4,3,2,1,2,2,3.11764705882353,1.14850906995938,3.3,1.05934990547138,3.375,1.18773493916542,3.16666666666667,1.47196014438797,3.33333333333333,0.816496580927726,1.75,0.5
"117",1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,1,1,1,1,1,1,1,2.82352941176471,1.99196245910978,1,0,5,0,5,0,2,1.67332005306815,1,0
"118",1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,2,2,2,1,1,1,1,2.91176470588235,1.86462518873745,1,0,4.875,0.353553390593274,5,0,2.66666666666667,1.03279555898864,1,0
"119",4,3,4,5,2,2,1,3,1,2,5,1,2,5,5,5,4,2,4,5,5,5,4,5,1,4,4,2,4,4,1,1,1,1,3.14705882352941,1.57888247669762,2.7,1.33749350984926,3.625,1.68501801601221,4.66666666666667,0.516397779494322,3.16666666666667,1.32916013582513,1,0
"120",1,1,1,1,1,1,2,1,1,1,4,4,4,5,4,4,4,4,4,5,5,5,4,4,2,4,4,2,4,4,1,1,1,1,2.79411764705882,1.59125282764787,1.1,0.316227766016838,4.125,0.353553390593274,4.5,0.547722557505166,3.33333333333333,1.03279555898864,1,0
"121",4,4,4,4,4,5,3,5,3,5,3,1,1,1,1,1,2,1,2,3,2,2,1,2,3,4,5,2,2,2,4,1,1,2,2.64705882352941,1.39005892487216,4.1,0.737864787372622,1.375,0.744023809142845,2,0.632455532033676,3,1.26491106406735,2,1.4142135623731
"122",2,2,2,1,3,2,1,1,2,3,2,1,2,4,4,2,3,2,3,4,4,2,2,5,3,4,5,3,4,4,1,1,1,1,2.52941176470588,1.23669388480168,1.9,0.737864787372622,2.5,1.0690449676497,3.33333333333333,1.211060141639,3.83333333333333,0.752772652709081,1,0
"123",4,3,2,3,4,3,2,2,2,4,2,2,2,3,4,4,2,2,2,2,4,4,3,2,4,4,4,3,4,3,1,1,1,1,2.73529411764706,1.05338771041303,2.9,0.875595035770913,2.625,0.916125381312904,2.83333333333333,0.983192080250175,3.66666666666667,0.516397779494322,1,0
"124",4,2,2,3,4,3,1,3,1,4,4,2,2,4,5,5,3,3,4,4,4,5,2,4,3,5,5,1,4,5,1,1,1,1,3.08823529411765,1.42206949194781,2.7,1.15950180872841,3.5,1.19522860933439,3.83333333333333,0.983192080250175,3.83333333333333,1.60208197875972,1,0
"125",3,4,3,4,4,4,3,2,3,4,2,1,1,3,3,2,2,1,2,4,4,2,1,2,3,4,5,4,4,4,2,4,2,2,2.88235294117647,1.12181416606001,3.4,0.699205898780101,1.875,0.83452296039628,2.5,1.22474487139159,4,0.632455532033676,2.5,1
"126",2,2,1,2,2,2,3,2,1,2,2,1,2,2,3,2,3,2,3,5,3,2,1,4,3,4,4,3,3,3,2,1,1,1,2.32352941176471,1.00666229886552,1.9,0.567646212197547,2.125,0.640869944461656,3,1.4142135623731,3.33333333333333,0.516397779494322,1.25,0.5
"127",1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,2,4,3,2.82352941176471,1.94578936596038,1,0,5,0,5,0,1,0,2.5,1.29099444873581
"128",2,2,3,2,3,2,2,1,1,4,4,3,3,4,5,5,3,3,4,5,3,2,2,3,3,2,3,2,2,2,1,1,1,1,2.61764705882353,1.18102949139153,2.2,0.918936583472681,3.75,0.886405260427918,3.16666666666667,1.16904519445001,2.33333333333333,0.516397779494322,1,0
"129",1,1,1,1,1,1,1,1,1,1,4,3,4,1,5,5,4,4,1,5,4,4,3,5,3,4,4,2,2,3,1,1,1,1,2.47058823529412,1.5615705791916,1,0,3.75,1.28173988892331,3.66666666666667,1.50554530541816,3,0.894427190999916,1,0
"130",1,1,1,1,1,1,1,1,1,4,4,3,3,4,5,5,5,2,3,5,4,4,3,4,3,4,3,2,2,2,3,3,3,3,2.79411764705882,1.36580338805798,1.3,0.948683298050514,3.875,1.1259916264596,3.83333333333333,0.752772652709081,2.66666666666667,0.816496580927726,3,0
"131",4,4,2,3,3,4,1,2,4,3,2,2,3,2,2,3,2,3,3,2,4,3,2,3,3,2,3,3,2,3,2,3,2,4,2.73529411764706,0.790428481015653,3,1.05409255338946,2.375,0.517549169506766,2.83333333333333,0.752772652709081,2.66666666666667,0.516397779494322,2.75,0.957427107756338
"132",5,4,4,5,4,4,5,5,5,4,2,2,1,2,1,1,1,1,3,3,4,4,4,3,4,5,4,5,4,5,1,1,1,1,3.17647058823529,1.56612991905243,4.5,0.52704627669473,1.375,0.517549169506766,3.5,0.547722557505166,4.5,0.547722557505166,1,0
"133",4,3,2,4,2,4,2,2,2,4,3,2,1,1,4,4,1,1,1,1,1,2,1,1,4,3,5,2,3,4,1,1,1,1,2.29411764705882,1.29168463560614,2.9,0.994428926011753,2.125,1.35620268186054,1.16666666666667,0.408248290463863,3.5,1.04880884817015,1,0
"134",4,4,1,5,4,4,3,4,3,4,1,1,2,2,1,1,1,1,2,2,2,4,2,2,5,4,5,2,4,4,1,1,1,1,2.58823529411765,1.43796251181428,3.6,1.07496769977314,1.25,0.462910049886276,2.33333333333333,0.816496580927726,4,1.09544511501033,1,0
"135",5,4,5,5,5,5,5,3,3,4,4,2,2,4,4,4,3,1,1,4,4,4,3,2,4,4,5,3,4,5,1,2,1,1,3.41176470588235,1.37328729826102,4.4,0.843274042711568,3,1.19522860933439,3,1.26491106406735,4.16666666666667,0.752772652709081,1.25,0.5
"136",3,3,2,4,4,2,1,3,2,3,4,1,2,3,5,3,1,3,2,4,5,5,4,4,5,4,5,2,4,4,4,2,3,3,3.20588235294118,1.20049009599756,2.7,0.948683298050514,2.75,1.38873014965883,4,1.09544511501033,4,1.09544511501033,3,0.816496580927726
"137",4,2,3,3,3,3,1,2,4,4,5,1,4,4,4,5,3,2,2,3,3,4,4,2,5,4,5,3,2,4,2,2,1,2,3.08823529411765,1.19005085347984,2.9,0.994428926011753,3.5,1.4142135623731,3,0.894427190999916,3.83333333333333,1.16904519445001,1.75,0.5
